0.0038732355	-0.029903732	-0.020188695	-0.033874575	-0.012540809	-0.02409976	0.03738039	0.055316098	0.023661159	-0.055460483	-0.011632439	-0.055510364	-0.05598483	-0.04982737	-0.0018867501	0.0743
-0.016698781	0.02574799	0.039876003	-0.0034782058	0.0073349103	0.0009253358	0.057302218	0.0216511	0.029799685	-0.003824413	-0.074580155	-0.042186927	-0.05879219	-0.0640881	-0.0037643753	0.07754451
0.054214053	0.10248294	0.10075341	-0.078128316	0.13076372	0.06573692	0.16882369	0.14070313	0.003920587	0.08814255	-0.10220091	-0.0074780267	-0.22847012	-0.12746908	0.013745257	0.1580263
-0.461575	-0.40263233	-0.38774186	0.2622449	-0.39274567	-0.34052852	-0.41005042	-0.36379108	-0.3382144	-0.366728	0.46432254	0.46758813	0.43476462	0.40934074	-0.4576669	-0.36636296
-0.068575054	0.022829302	-0.06318682	-0.04003316	0.005440605	-0.021717614	-0.07391567	-0.041122973	-0.053461786	0.0110855615	0.10266395	0.07676706	0.0322436	0.034984663	-0.06221801	0.032369383
-0.051479653	0.005971281	-0.0564383	-0.057717398	0.02989577	-0.005581111	-0.022394901	0.028328238	-0.009506061	-0.012850993	0.16071177	0.17094088	0.006794287	0.007845745	0.023898866	-0.0068274518
-0.36698487	-0.3049741	-0.4633918	0.1218617	-0.2421974	-0.28980258	-0.31799024	-0.31476876	-0.29942834	-0.23788908	0.4526204	0.4923144	0.36869797	0.34906915	-0.28811988	-0.27979895
0.008254151	-0.045262527	-0.02848538	-0.017184164	-0.020203698	0.039401084	-0.06048211	-0.07362666	0.03158189	-0.039461877	0.016371373	0.06387227	0.05344039	-0.0064407005	0.015332386	-0.048675545
-0.4689314	-0.35125357	-0.41752377	0.19672514	-0.37063512	-0.36517465	-0.45821726	-0.38006353	-0.33896527	-0.30833778	0.36611995	0.33434993	0.42508334	0.40447396	-0.39081824	-0.3974863
0.015677724	0.028574029	0.0070245233	-0.07682957	0.051357187	0.015939716	-0.038405307	0.020932665	-0.017287806	0.035099585	0.054578643	0.15522842	0.0025037057	0.04172545	0.0324469	-0.028834062
-0.3891538	-0.31470084	-0.3916975	0.20361917	-0.37159863	-0.3067467	-0.4673576	-0.44954064	-0.30998415	-0.373228	0.47747555	0.44728234	0.4222805	0.46600926	-0.31210375	-0.3656615
0.10831377	0.016781533	0.09715896	0.09449321	0.054383364	0.0025545578	0.13427745	0.110771306	0.00052454375	-0.01802685	-0.24237062	-0.24832545	-0.1518435	-0.13095328	-0.0025854683	0.07130283
-0.42155468	-0.45596102	-0.12760758	0.49076438	-0.3527882	-0.4367934	-0.19505966	-0.31628132	-0.49504748	-0.45739925	0.04555212	-0.058520675	0.33304194	0.22811922	-0.42785594	-0.29954183
0.30350277	0.26351005	0.26433006	-0.22219849	0.22164336	0.19770648	0.29917225	0.30426943	0.19925708	0.25808948	-0.24685739	-0.192368	-0.31320256	-0.34659827	0.22083214	0.32121533
-0.050962225	0.013905153	-0.041458756	0.079540916	-0.025137644	-0.055940267	-0.04141192	-0.04126649	-0.038158737	-0.01797471	0.021219116	0.010683189	-0.033254854	0.021095224	-0.019611461	-0.04785229
-0.09249914	-0.012184286	-0.11617102	-0.11352768	0.013633732	-0.0065351645	-0.043439027	-0.051588353	-0.09347739	-0.0034966848	0.20607436	0.21277428	0.0033039146	0.037218716	-0.10592342	-0.032103997
-0.032301452	-0.005552563	-0.016097616	0.023639338	-0.039491765	-0.004586134	-0.030520706	-0.046756953	0.06536892	-0.035923433	-0.114514895	-0.13688512	0.030225912	-0.006420037	-0.012156461	-0.020802848
